15
0	0	73
1	25.9671	108.521
1	25.9636	108.907
2	25.9604	109.016
3	25.9599	109.11
4	25.9595	109.381
5	25.9581	109.844
6	25.9581	109.871
7	25.9576	109.938
8	25.9575	109.965
9	25.957	110.037
10	25.9558	110.117
11	25.9619	110.12
12	25.9759	110.131
13	25.9904	110.154
14	25.9943	110.171
15	25.9942	110.187
16	25.9908	110.201
17	25.9865	110.211
18	25.9788	110.223
19	25.9686	110.232
20	25.9557	110.24
21	25.9553	110.324
22	25.9553	110.398
23	25.9554	110.431
24	25.9554	110.438
25	25.9555	110.461
26	25.9556	110.479
27	25.9573	110.564
28	25.9578	110.588
29	25.9569	110.659
30	25.9564	110.732
31	25.9566	110.762
32	25.9569	110.818
33	25.957	110.834
34	25.9573	110.884
35	25.9575	110.92
36	25.9581	111.085
37	25.9583	111.099
38	25.9587	111.146
39	25.9588	111.164
40	25.9587	111.177
41	25.9586	111.19
42	25.958	111.269
43	25.9573	111.349
44	25.956	111.512
45	25.9629	111.633
46	25.9613	111.923
47	25.9608	112.006
48	25.9577	112.181
49	25.9571	112.223
50	25.9576	112.404
51	25.9576	112.426
52	25.9563	112.484
53	25.9526	112.688
54	25.948	112.729
55	25.9463	112.742
56	25.9442	112.801
57	25.9429	112.838
58	25.9371	112.916
59	25.9254	113.164
60	25.915	113.385
61	25.91	113.445
62	25.8906	113.73
63	25.8768	113.932
64	25.8707	114.018
65	25.8641	114.104
66	25.8249	114.437
67	25.822	114.461
68	25.8059	114.6
69	25.7997	114.643
70	25.7913	114.701
71	25.7902	114.708
72	25.7868	114.732
2	0	35
0	42.892	113.961
1	42.8797	114.025
2	42.7909	114.181
3	42.462	114.713
4	42.4323	114.829
5	42.4127	115.068
6	42.4037	115.232
7	42.3897	115.513
8	42.3839	115.525
9	42.3819	115.548
10	42.3769	115.603
11	42.3738	115.638
12	42.3722	115.655
13	42.3749	115.665
14	42.371	115.699
15	42.3854	115.888
16	42.3168	115.894
17	42.2396	115.895
18	42.082	115.896
19	41.6575	115.895
20	41.5185	115.894
21	41.3562	115.898
22	41.3447	115.9
23	41.3322	115.906
24	41.3066	115.919
25	41.2838	115.935
26	41.2577	115.957
27	41.2596	116.137
28	41.2558	116.457
29	41.2557	116.511
30	41.2521	116.728
31	41.2554	116.89
32	41.2551	116.897
33	41.2534	116.946
34	41.2496	117.369
3	0	114
0	25.9558	110.117
1	25.9619	110.12
2	25.9759	110.131
3	25.9904	110.154
4	25.9943	110.171
5	25.9942	110.187
6	25.9908	110.201
7	25.9865	110.211
8	25.9788	110.223
9	25.9686	110.232
10	25.9557	110.24
11	25.9557	110.24
12	25.9553	110.324
13	25.9553	110.398
14	25.9554	110.431
15	25.9554	110.438
16	25.9555	110.461
17	25.9556	110.479
18	25.9573	110.564
19	25.9578	110.588
20	25.9569	110.659
21	25.9564	110.732
22	25.9566	110.762
23	25.9569	110.818
24	25.957	110.834
25	25.9573	110.884
26	25.9575	110.92
27	25.9581	111.085
28	25.9583	111.099
29	25.9587	111.146
30	25.9588	111.164
31	25.9587	111.177
32	25.9586	111.19
33	25.958	111.269
34	25.9573	111.349
35	25.956	111.512
36	25.9629	111.633
37	25.9613	111.923
38	25.9608	112.006
39	25.9577	112.181
40	25.9571	112.223
41	25.9576	112.404
42	25.9576	112.426
43	25.9563	112.484
44	25.9526	112.688
45	25.948	112.729
46	25.9463	112.742
47	25.9442	112.801
48	25.9429	112.838
49	25.9371	112.916
50	25.9254	113.164
51	25.915	113.385
52	25.91	113.445
53	25.8906	113.73
54	25.8768	113.932
55	25.8707	114.018
56	25.8641	114.104
57	25.8249	114.437
58	25.822	114.461
59	25.8059	114.6
60	25.7997	114.643
61	25.7913	114.701
62	25.7902	114.708
63	25.7868	114.732
64	25.7822	114.765
65	25.7722	114.848
66	25.7661	114.888
67	25.7295	115.15
68	25.7161	115.235
69	25.707	115.306
70	25.699	115.394
71	25.6821	115.612
72	25.6745	115.651
73	25.6609	115.679
74	25.6416	115.702
75	25.6126	115.729
76	25.5422	115.79
77	25.3349	115.971
78	25.3247	115.981
79	25.2896	116.016
80	25.2551	116.058
81	25.2368	116.09
82	25.2159	116.131
83	25.2065	116.156
84	25.2044	116.163
85	25.193	116.2
86	25.1899	116.213
87	25.1863	116.249
88	25.1837	116.271
89	25.1592	116.642
90	25.1569	116.677
91	25.1554	116.701
92	25.1489	116.806
93	25.1452	116.866
94	25.1261	117.144
95	25.1234	117.329
96	25.1215	117.347
97	25.119	117.369
98	25.1474	117.374
99	25.1362	117.508
100	25.1167	117.574
101	25.0617	118.099
102	25.0347	118.339
