23
0	0	104
0	44.3617	123.402
1	44.6552	123.423
2	44.1239	122.324
3	44.0698	122.209
4	44.0251	122.12
5	43.979	122.026
6	43.907	121.879
7	43.7795	121.611
8	43.5394	121.113
9	43.5098	121.063
10	43.4823	121.021
11	43.4495	120.974
12	43.2493	120.726
13	43.2253	120.708
14	43.1722	120.641
15	43.169	120.623
16	42.8213	120.19
17	42.7124	120.062
18	42.691	120.055
19	42.6347	119.989
20	42.6346	119.97
21	42.6255	119.96
22	42.5726	119.902
23	42.3925	119.689
24	41.9508	119.129
25	41.7427	118.82
26	41.7147	118.777
27	41.5391	118.514
28	41.0965	117.949
29	41.0883	117.938
30	40.7011	117.45
31	40.6563	117.4
32	40.6479	117.39
33	40.6361	117.377
34	40.627	117.366
35	40.2509	116.886
36	40.2455	116.88
37	40.1753	116.792
38	40.1484	116.758
39	40.1299	116.735
40	40.0785	116.669
41	39.9888	116.556
42	39.8376	116.359
43	39.812	116.329
44	39.6847	116.167
45	39.4944	115.932
46	39.3996	115.815
47	39.2541	115.63
48	39.213	115.578
49	39.1588	115.504
50	39.1221	115.46
51	38.9412	115.227
52	38.7117	114.938
53	38.6425	114.851
54	38.4729	114.638
55	38.3828	114.534
56	38.3219	114.488
57	38.2415	114.432
58	38.2074	114.4
59	38.0383	114.183
60	38.017	114.174
61	38.0072	114.175
62	37.998	114.179
63	37.9923	114.186
64	37.9906	114.195
65	37.9923	114.207
66	38.0699	114.304
67	38.0796	114.306
68	38.0908	114.305
69	38.0965	114.3
70	38.1495	114.252
71	38.1883	114.218
72	38.2689	114.148
73	38.2998	114.119
74	38.2998	114.119
75	38.319	114.099
76	38.5071	113.929
77	38.7266	113.721
78	38.7547	113.686
79	38.7804	113.645
80	38.7985	113.611
81	38.8213	113.554
82	38.8374	113.489
83	38.8474	113.407
84	38.8482	113.326
85	38.8474	112.846
86	38.846	112.58
87	38.8459	112.563
88	38.8459	112.56
89	38.8467	112.283
90	38.8463	112.184
91	38.8451	111.844
92	38.8447	111.758
93	38.8263	111.683
94	38.826	111.661
95	38.8263	111.484
96	38.8256	111.407
97	38.8248	111.347
98	38.8249	111.334
99	38.619	111.334
100	38.561	111.331
101	38.4554	111.332
102	38.3082	111.333
103	38.3083	111.316
1	0	188
0	35.6881	116.055
1	35.6903	115.968
2	35.6995	115.594
3	35.6968	115.548
4	35.7119	114.872
5	35.7153	114.717
6	35.7188	114.383
7	35.7211	114.135
8	35.728	113.757
9	35.7371	113.306
10	35.7372	113.301
11	35.7381	113.25
12	35.7391	113.234
13	35.7449	113.194
14	35.7475	113.097
15	35.7475	113.097
16	35.7486	113.055
17	35.7516	112.939
18	35.754	112.847
19	35.7555	112.793
20	35.7595	112.642
21	35.8607	112.634
22	36.0377	112.626
23	36.3233	112.619
24	36.4355	112.62
25	36.437	112.549
26	36.4349	112.463
27	36.4371	112.431
28	36.4408	112.376
29	36.4441	112.2
30	36.4524	112.017
31	36.4518	111.929
32	36.4522	111.797
33	36.4538	111.659
34	36.4606	111.605
35	36.4761	111.554
36	36.4791	111.492
37	36.4827	111.323
38	36.4882	111.075
39	36.4938	110.93
40	36.4949	110.824
41	36.4985	110.73
42	36.5119	110.374
43	36.5162	110.213
44	36.525	109.836
45	36.5281	109.706
46	36.5402	109.394
47	36.5477	109.202
48	36.5508	109.151
49	36.5578	109.037
50	36.5608	108.961
51	36.5666	108.901
52	36.6028	108.689
53	36.6131	108.629
54	36.618	108.574
55	36.6211	108.453
56	36.6248	108.313
57	36.6266	108.183
58	36.6327	108.092
59	36.6375	108.018
60	36.646	107.942
61	36.6547	107.864
62	36.6722	107.735
63	36.6798	107.684
64	36.6805	107.643
65	36.6764	107.602
66	36.6711	107.554
67	36.6681	107.522
68	36.6627	107.487
69	36.6643	107.445
70	36.6763	107.401
71	36.7088	107.339
72	36.7237	107.318
73	36.7395	107.304
74	36.765	107.286
75	36.7924	107.27
76	36.8198	107.26
77	37.1579	107.158
78	37.1976	107.146
79	37.2223	107.137
80	37.2552	107.114
81	37.2807	107.088
82	37.3063	107.053
83	37.3189	107.023
84	37.3258	106.993
85	37.3299	106.963
86	37.3298	106.778
87	37.3318	106.693
88	37.3333	106.611
89	37.3369	106.542
90	37.3435	106.465
91	37.3565	106.313
92	37.3943	105.95
93	37.4199	105.668
94	37.4281	105.583
95	37.4432	105.417
96	37.4485	105.329
97	37.4583	105.244
98	37.4735	105.098
99	37.4755	105.081
100	37.504	104.892
101	37.5179	104.793
102	37.5135	104.729
103	37.4989	104.657
104	37.4557	104.548
105	37.402	104.36
106	37.3835	104.283
107	37.3625	104.174
108	37.3372	104.008
109	37.3294	103.976
110	37.3142	103.934
111	37.2968	103.9
112	37.2792	103.869
113	37.2573	103.845
114	37.2297	103.82
115	37.2084	103.806
116	37.1765	103.79
117	37.1339	103.78
118	37.0912	103.777
119	37.0328	103.78
120	36.9353	103.786
121	36.7174	103.802
122	36.2107	103.842
123	35.8316	103.873
124	35.713	103.877
125	35.5966	103.878
126	35.5109	103.871
127	35.4951	103.87
128	35.4592	103.868
129	35.4111	103.862
130	35.3401	103.859
131	35.208	103.847
132	35.1764	103.847
133	35.1326	103.848
134	35.0823	103.857
135	35.0381	103.878
136	34.9879	103.911
137	34.915	103.961
138	34.8704	103.977
139	34.8276	103.985
140	34.7938	103.987
141	34.7938	103.987
142	34.7577	103.986
143	34.6482	103.983
144	33.911	103.954
145	33.7686	103.942
146	33.5229	103.924
147	33.2707	103.91
148	33.2667	103.994
149	33.4567	104.005
150	33.4611	103.854
151	33.4746	103.806
152	33.5127	103.713
153	33.5237	103.655
154	33.5399	103.159
155	33.5203	103.158
156	33.5283	102.893
157	33.5342	102.7
158	33.5486	102.494
159	33.5509	102.36
160	33.5423	102.319
161	33.5233	102.284
162	33.4654	102.219
163	33.4346	102.204
164	33.4009	102.2
165	33.228	102.199
166	33.1759	102.189
167	33.1388	102.185
168	33.0921	102.184
169	32.8355	102.187
170	32.6815	102.189
171	32.6689	102.189
172	32.598	102.189
173	32.4644	102.189
174	32.4537	102.189
175	32.4543	102.145
